COD_DISCIPLINA;SGL_DISCIPLINA;NOM_DISCIPLINA;DSC_TPO_CHORARIA;VAL_CARGA_HORARIA;DSC_EMENTA
26186;CSA1008-80;Estágio Esp em Psicoterapia Ind e de Grupo-Cri Ado Adu Ido-Abordagem A;Estudos Autônomos;40;"Aplicação de técnicas de intervenção clínica a partir de diagnóstico prévio. Realização de psicoterapia individual. Intervenções clínicas em demandas: infantil, adolescente, adulto e idoso, de orientação teórica psicanalítica.""""23314"
23314;CSA346-60;Processos de Análise e G.de Pessoas-Recrutamento-Seleção e Treinamento;Teórica;40;"Apresentação dos conceitos clássicos em Psicologia Social Aplicada às Organizações; a Motivação, o Poder, a Liderança, a Integração e a Participação. Estratégias de recursos humanos: estruturas organizacionais, parâmetros estratégicos e organizaciona"
116358;TEC103-80;Aditivação e Degradação de Materiais Poliméricos;Teórica;80;Tipos, mecanismos de atuação, requisitos, formas de incorporação e avaliação de desempenho dos principais aditivos utilizados em polímeros: antioxidantes, estabilizantes térmicos e à radiação, plastificantes, lubrificantes, cargas e reforços, coloran
26169;CSA1002-60;Problemas de Aprendizagem - Diagnóstico e Tratamento;Teórica;40;Identificação das dificuldades de aprendizagem e suas origens. Diferenciação entre transtornos e dificuldades. Critérios e instrumentos de diagnóstico. Fatores ambientais e subjetivos na produção dos problemas de aprendizagem. Possibilidades e limite
23315;CSA879-80;Psicologia e Políticas Públicas de Saúde e Educação;Estudos Autônomos;40;A participação da Psicologia  ciência e profissão nos processos de produção e implementação das políticas públicas de saúde e educação, no Brasil. Os conceitos de promoção e prevenção. Conceito de prevenção primária, secundária e terciária. As contri
24759;CSA870-60;Teorias e Técnicas Psicoterápicas- Atendimento Ind. do Adulto e Idoso;Teórica;40;Contexto histórico da psicoterapia no século XX e XXI. Atendimento psicológico. Diferenciação entre aconselhamento psicológico, orientação psicológica e psicoterapia. O atendimento psicológico em diversos contextos de atuação: aplicações e limites. O
23401;CCS654-80;Organização do Sistema Educativo;Teórica;80;Os conceitos de Sistema e de Sistema de Educação. A organização do sistema de ensino brasileiro na LDBEN/96: níveis de administração: atribuições e competências. Relações federativas e o regime de colaboração: autonomia dos sistemas, descentralização
23322;CSA350-60;Saúde Mental e Trabalho;Prática;20;As condições históricas da psicopatologia do trabalho. Transtornos mentais e trabalho: nexo causal. O normal e o patológico. Análise da participação dos psicólogos brasileiros na interface Saúde e Trabalho. Abordagens clínicas e saúde mental no Brasi
23259;CSA306-80;Psicologia da Aprendizagem - do Behaviorismo ao Cognitivismo;Teórica;80;"Aprendizagem: sua natureza e dimensões. Teorias da aprendizagem  evolução histórica. Teorias comportamentais. Teorias cognitivas. A epistemologia genética de J. Piaget. O enfoque sócio-interacionista de Vigotsky. Aplicações para o ensino.""""23318"
23318;CSA348-80;Estágio Específico - Psicodiagnóstico Individual;Estudos Autônomos;40;O psicodiagnóstico como dispositivo de investigação e recurso para a compreensão dos fenômenos psicológicos. Caracterização, etapas, e uso de instrumentos projetivos (procedimentos, recursos, legislação). Métodos descritivos e compreensivos. Estudo s
26190;CSA1012-80;Psicologia, Formulação e Implementação de Políticas Organiz e do Traba;Estudos Autônomos;40;O planejamento estratégico como processo. O processo de planejamento e a identificação de prováveis mudanças, estabelecimento de harmonia entre a organização e seu meio ambiente. As estratégias como conjunto de objetivos, finalidades, metas, diretriz
88718;308077021;Modelagem de Negócios e Engenharia de Requisitos;Prática;40;Conceito de processo. Modelagem de processos de negócios. BPMN. Fundamentos de requisitos: Tipos de requisitos. Estudo de viabilidade de requisitos. Levantamento de Requisitos: Técnicas de extração de requisitos. Análise e negociação de requisitos. E
143766;800041057;Bases Morfológicas e Fisiológicas;Teórica;80;"Células, tecidos, órgãos e sistemas do corpo humano. Fisiologia Humana. Técnicas de reprodução humana assistida. Fertilização in vitro. Exames laboratoriais citológicos. Carcinogênese.""""23269"
20790;CAD336-80;Gestão de Projetos;Teórica;80;Apresentar soluções logísticas considerando o raciocínio lógico, crítico e analítico.Gerenciar com qualidade, produtividade e ética, utilizando as mais modernas ferramentas, tecnologia e técnicas.Verificar e analisar os impactos da ambiente externo
146078;1583;Fundamentos Avançados de Arquitetura e Urbanismo;Teórica;80;Um olhar crítico e sistemático para os diferentes tipos de parâmetros que se fazem presentes na concepção de edifícios arquitetônicos e de espaços urbanos a eles relacionados.A dimensão urbana e social nas soluções arquitetônicas: público/coletivo, 
24762;CSA874-80;Princípios e Métodos de Testagem Psicológica;Teórica;60;Natureza das técnicas psicológicas: definição dos tipos do teste. Parâmetros psicométricos dos testes. Estudo de testes psicométricos de inteligência e personalidade. Fundamentos em interpretação dos escores. Ética profissional no uso das técnicas ps
24757;CSA868-100;Psicopatologia Infanto Juvenil;Teórica;60;Descrição dos transtornos da infância e da adolescência relacionados ao comportamento, emoção e interação social. Apresentação das teorias explicativas e dos aspectos biológicos e psicossociais da psicopatologia. Critérios diagnósticos do DSM e o CID
41829;CCS643-40;Diversidade Étnico-Cultural, Sexual e de Gênero;Teórica;40;A diversidade como constituinte da condição humana. Diversidade e questões de gênero. A cultura como universo simbólico que caracteriza os diferentes grupos humanos. A diversidade étnico-racial com ênfase nas histórias e culturas dos povos indígenas 
42021;CCS812-40;Psicologia da Apredizagem e do Desenvolvimento;Teórica;40;Princípios e teorias gerais do desenvolvimento físico, motor, emocional, intelectual e social. Primeira Infância: aquisição da linguagem. Análise das idades pré-escolar e escolar: desenvolvimento físico, cognitivo, social e da personalidade. Aprendiz
42602;CCS952-100;TCC: Aprovação Projeto de Monografia ou de Artigo Acadêmico;Teórica;40;"Orientação para elaboração do projeto monográfico a ser desenvolvido como Trabalho de Conclusão de Curso, que deverá ser desenvolvido em uma das áreas de formação do pedagogo: gestão e docência.""""18631"
57518;400057045;Gerência de Projetos;Prática;20;Projetos. Metodologias de planejamento e gestão de projetos. Áreas de conhecimento da gerência de projetos: Escopo, Tempo, Risco, Integração, Comunicação, Custo, Recursos Humanos, Aquisição, Qualidade. Grupos de processos: Iniciação, Planejamento, Ex
110240;504085013;Animação 2D;Prática;40;"Princípios de animação 2D. Animação no papel. Animação quadro a quadro. Animação por Bones 2D. Animação por deformação de malha 2D. Animação por componentes divididos.""""106858"
18517;4207248;Direito Civil V - Direitos Reais;Teórica;80;Direitos reais (das coisas). Elementos e características da Posse. Proteção possessória. Efeitos da posse. Propriedade. Formas de aquisição da propriedade móvel e imóvel. Registro de imóveis. Perda e proteção da propriedade. Usucapião tradicional e c
18635;4207282;Direito Internacional Privado;Teórica;40;Aplicação, prova e interpretação do direito estrangeiro. Regras de conexão. Reenvio. Teoria das qualificações. Ordem pública. Fraude à lei. Direitos adquiridos. Parte especial: Lei de introdução ao Código Civil e Código de Processo Civil. Condição ju
18520;4207251;Direito Processual Penal I;Teórica;80;Evolução histórica. Sistemas processuais. Natureza jurídica do Processo Penal. Pressupostos processuais. Princípios informadores do Processo Penal. Interpretação da lei processual penal. Aplicação da lei processual penal no tempo e no espaço. Juizado
18629;4207276;Prática Real III;Estudos Autônomos;20;Consiste em atividades reais visando proporcionar ao discente o contato direto com a prática forense, com atendimento à população, elaboração de petições cíveis e acompanhamento de processos judiciais realizado no Escritório Modelo do Curso de Direit
84741;304072023;Estágio Supervisionado Nutrição Social Unidade Básica de Saúde;Prática;60;Prática profissional sistematizada em nutrição social. Atividades de vigilância alimentar e nutricional em programa de Nutrição e Saúde Coletiva, nos níveis de promoção, prevenção e recuperação da saúde. Educação Nutricional direcionada para saúde pú
57521;400057048;Ética e Meio Ambiente;Ensino a Distância;40;Ética Profissional. Direitos e Deveres. Comportamento e postura profissional. A questão ambiental. Desenvolvimento sustentável. A relação meio ambiente X desenvolvimento sustentável. Meio ambiente, ética e cidadania. Educação para as relações étnico-
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
135399;1612010023;Tópicos de Antropologia;Teórica;40;"A centralidade da cultura na sociedade contemporânea. Comunicação e globalização. Mídia e cultura. Cultura brasileira. As matrizes étnico-raciais.""""84086"
91742;608050058;Projeto Interdisciplinar 6B;Estudos Independentes;40;Proposta de prática e construção interdisciplinar elaborada coletivamente. Será apresentado um tema envolvendo as disciplinas do módulo e definido pelo colegiado do curso, sobre o qual os alunos deverão desenvolver uma pesquisa técnica/científica. Ap
88961;408000019;Conformação Mecânica;Teórica;80;"Fundamentos da teoria de plasticidade e conformação dos metais. Corte. Dobramento. Curvamento. Estampagem. Forjamento. Laminação. Trefilação.""""135415"
135415;800018029;Práticas de Formação 2A;Teórica;40;"""""90564"
146199;1709;Elaboração e Organização Esportiva;Teórica;60;Projetos, eventos e programas específicos na área escolar nas escolas públicas e privadas. Atividades esportivas relacionadas à educação física, sua relação produto/mercado de trabalho e relação produto/cliente. Elaboração e organização de eventos/at
18628;4207275;Processo Constitucional;Teórica;40;O processo e julgamento da ação direta de inconstitucionalidade e da ação declaratória de constitucionalidade perante o STF. O processo e julgamento da argüição de descumprimento de preceito fundamental. Argüição de inconstitucionalidade pela via de 
143403;2004000085;Maquiagem, Moda e Imagem Pessoal;Prática;80;"Introdução a semiótica linguagem verbal e não-verbal. Conceitos de moda estilo e imagem pessoal. Fundamentos do visagismo. Desenvolvimento de habilidades e competências em maquiagem social""""120465"
120465;ECVPROINA;Projeto Interdisciplinar 5A;Estudos Independentes;40;"""""89074"
110673;1212032154;Estudo Dirigido - Oficina de Debates e Produção do Conhecimento I;Teórica;20;As oficinas são conjuntos inovadores de atividades estruturantes e integradoras, que acompanham o currículo transversalmente, têm a finalidade de unir conteúdos das diversas disciplinas de cada período entre si e contextualizá-los. As oficinas estarã
135710;608000182;Otimização de Sistemas;Teórica;40;"Introdução a Programação Linear. Método Gráfico. Método simplex. Processos estocásticos e cadeias de Markov. Teoria das Filas. Simulação discreta. Modelagem e Simulação.""""15782"
